Samples: 4,, 14458, 14436, 14471, 14442, 14414, 14482, 14395, 14390, 14429, 14423, 14446, 14412, 14423, 14456, 14414, 14427, 14415, 14465, 14441, 14438, 14427, 14430, 14450, 14419, 14416
Samples: 8,, 27311, 27235, 27341, 27249, 27292, 27247, 27296, 27282, 27383, 26956, 26874, 26922, 26894, 26856, 26931, 26879, 26871, 26912, 26860, 26916, 26904, 26880, 26936, 26844, 26871
Samples: 16,, 52314, 52224, 52312, 52132, 52131, 52064, 51995, 51864, 51775, 51740, 51776, 51824, 51776, 51791, 1783008, 55347, 52211, 52255, 52176, 52254, 52145, 52195, 52204, 52151, 52179
Samples: 32,, 102770, 101809, 101435, 101311, 101391, 101521, 101469, 101327, 101345, 101504, 101314, 101382, 101519, 101480, 101442, 101400, 101408, 101432, 101360, 101396, 101452, 101422, 101399, 101333, 101567
Samples: 64,, 201318, 201022, 201290, 201091, 201039, 201257, 201151, 201137, 201318, 201063, 200999, 201367, 201644, 203786, 203831, 203608, 201225, 201134, 201132, 201182, 201395, 201244, 201129, 201149, 201600
