Samples: 4,, 3998, 3681, 3657, 4124, 3863, 3888, 3770, 3802, 3739, 3816, 4037, 3988, 4109, 3821, 4176, 5857, 5225, 4092, 3714, 4201, 3800, 3896, 3832, 3784, 3780
Samples: 8,, 7359, 7005, 7045, 7232, 7072, 7060, 7059, 7023, 7000, 6996, 7002, 7008, 6991, 7016, 6970, 6994, 7018, 7013, 6975, 6991, 7010, 6948, 7007, 7002, 6988
Samples: 16,, 13654, 13679, 13691, 13674, 13627, 13647, 13705, 13647, 13776, 13689, 13701, 13648, 13680, 13674, 13705, 13667, 13658, 13635, 13684, 13664, 13692, 13682, 13662, 13664, 13670
Samples: 32,, 26961, 26980, 27255, 26959, 26896, 26914, 26941, 26888, 26929, 26883, 26911, 26915, 26917, 26997, 26916, 26902, 26926, 26905, 27303, 27377, 27000, 26951, 27014, 27984, 30209
Samples: 64,, 59194, 57131, 59078, 58531, 63057, 55393, 53197, 53902, 53467, 53312, 53846, 53393, 53427, 53203, 53331, 53151, 53175, 54808, 53694, 53674, 53657, 53876, 55361, 54543, 56767
